id	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000156689	27	25	22	20	25	22
ENSG00000156697	285	277	316	193	312	174
ENSG00000156709	749	924	950	711	1022	717
ENSG00000156711	134	152	147	147	172	118
ENSG00000156735	822	868	891	595	736	631
ENSG00000156738	7	0	8	5	9	5
ENSG00000156787	580	463	539	241	318	295
ENSG00000156795	211	197	188	109	138	101
ENSG00000156802	1047	836	1030	496	662	531
ENSG00000156804	74	74	81	39	64	43
ENSG00000156831	340	330	407	242	376	246
ENSG00000156853	348	394	397	274	340	313
ENSG00000156858	199	209	194	146	183	133
ENSG00000156860	605	654	640	464	636	492
ENSG00000156869	133	137	161	85	141	100
ENSG00000156873	283	287	284	205	290	244
ENSG00000156875	1163	1246	1326	853	1050	900
ENSG00000156876	257	211	285	150	205	184
ENSG00000156885	0	0	0	0	0	0
ENSG00000156886	5	4	26	3	11	5
ENSG00000156925	8	6	9	18	13	7
ENSG00000156928	249	226	259	183	228	192
ENSG00000156931	1105	1121	1378	835	1005	848
ENSG00000156958	279	291	375	250	331	279
ENSG00000156959	3	7	15	5	11	13
ENSG00000156966	75	54	56	48	58	44
ENSG00000156968	129	140	137	124	166	145
ENSG00000156970	700	605	769	356	515	416
ENSG00000156973	136	108	161	86	131	99
ENSG00000156976	7567	7115	8575	5076	6931	5555
ENSG00000156983	369	389	415	253	333	254
ENSG00000156990	338	373	446	272	470	291
ENSG00000157005	2	4	11	3	4	2
ENSG00000157014	80	132	98	73	99	59
ENSG00000157017	18	14	14	7	18	15
ENSG00000157020	1178	1266	1290	768	1185	924
ENSG00000157036	159	158	183	115	165	107
ENSG00000157045	73	72	97	44	75	53
ENSG00000157060	6	3	6	1	5	7
ENSG00000157064	49	45	78	45	74	44
ENSG00000157077	857	846	891	540	793	661
ENSG00000157087	16	12	35	9	36	16
ENSG00000157093	1	0	0	3	1	0
ENSG00000157103	7	4	7	6	5	6
ENSG00000157106	1607	1612	2048	1337	1737	1341
ENSG00000157107	465	486	556	405	538	457
ENSG00000157110	375	547	480	517	640	501
ENSG00000157111	88	104	129	77	138	101
ENSG00000157119	0	2	2	2	3	5
ENSG00000157131	2	1	6	8	7	3
ENSG00000157150	3	5	2	2	8	3
ENSG00000157152	10	12	15	10	14	8
ENSG00000157168	35	43	55	31	63	46
ENSG00000157181	535	552	699	405	583	448
ENSG00000157184	475	506	525	373	513	378
ENSG00000157191	556	616	659	406	644	423
ENSG00000157193	232	186	207	99	120	106
ENSG00000157211	3	4	12	0	8	8
ENSG00000157212	349	333	365	279	315	262
ENSG00000157214	231	281	306	320	455	317
ENSG00000157216	632	761	835	468	803	499
ENSG00000157219	2	1	1	1	4	3
ENSG00000157224	925	957	1230	719	988	781
ENSG00000157227	3319	3527	3497	2478	3438	2480
ENSG00000157240	525	731	833	683	1051	744
ENSG00000157259	846	840	978	685	820	653
ENSG00000157303	83	158	120	98	152	106
ENSG00000157315	18	21	15	12	11	18
ENSG00000157322	5272	6946	6449	4517	5561	4960
ENSG00000157326	172	228	229	164	246	172
ENSG00000157330	9	15	29	23	42	24
ENSG00000157335	4370	5517	5757	3355	4332	3845
ENSG00000157343	13	17	38	7	14	14
ENSG00000157349	305	338	297	256	308	228
ENSG00000157350	743	815	774	611	724	567
ENSG00000157353	236	249	263	209	263	258
ENSG00000157368	3	12	10	11	12	10
ENSG00000157379	220	314	289	234	399	261
ENSG00000157388	50	44	88	61	93	56
ENSG00000157399	239	296	343	235	345	276
ENSG00000157404	444	390	436	210	272	265
ENSG00000157423	475	451	571	524	589	396
ENSG00000157426	484	458	583	366	453	359
ENSG00000157429	128	126	148	89	142	114
ENSG00000157445	17	9	20	17	23	16
ENSG00000157450	513	507	589	392	554	380
ENSG00000157456	404	475	533	254	368	289
ENSG00000157470	167	122	134	99	104	98
ENSG00000157483	953	705	923	523	667	573
ENSG00000157500	1301	1365	1572	1057	1320	1084
ENSG00000157502	202	210	244	134	183	160
ENSG00000157510	270	177	203	96	124	148
ENSG00000157514	1534	1872	1733	1045	1265	1114
ENSG00000157538	782	699	798	529	803	605
ENSG00000157540	1951	1971	2144	1483	1915	1435
ENSG00000157542	22	17	33	18	37	26
ENSG00000157551	1144	1789	2290	1978	3759	2241
ENSG00000157554	27	21	49	40	68	36
ENSG00000157557	281	298	277	160	230	183
ENSG00000157570	405	574	535	411	528	361
ENSG00000157578	52	47	66	39	56	54
ENSG00000157593	568	572	597	444	616	480
ENSG00000157600	614	659	684	475	692	502
ENSG00000157601	52	49	41	43	55	43
ENSG00000157613	38	28	52	15	30	23
ENSG00000157617	213	222	246	115	183	175
ENSG00000157625	627	671	689	540	610	496
ENSG00000157637	428	576	523	364	493	357
ENSG00000157653	11	6	16	8	11	11
ENSG00000157654	8	5	7	2	9	6
ENSG00000157657	685	736	771	484	653	497
ENSG00000157680	30	25	42	26	48	34
ENSG00000157693	135	133	166	84	118	90
ENSG00000157703	17	15	33	17	31	35
ENSG00000157734	60	61	80	51	73	49
ENSG00000157741	729	697	969	615	880	599
ENSG00000157764	752	776	925	759	772	671
ENSG00000157765	68	36	65	48	99	37
ENSG00000157766	225	354	291	314	555	342
ENSG00000157778	378	471	459	317	373	303
ENSG00000157782	20	15	38	21	55	33
ENSG00000157796	1307	1388	1604	953	1264	1079
ENSG00000157800	839	808	894	542	743	591
ENSG00000157823	452	522	479	340	457	347
ENSG00000157827	1514	1260	1969	1085	1977	1353
ENSG00000157833	215	203	165	150	176	155
ENSG00000157837	467	573	532	441	617	392
ENSG00000157851	262	255	318	216	298	205
ENSG00000157856	111	110	103	86	119	80
ENSG00000157869	373	353	403	200	338	261
ENSG00000157870	257	318	259	179	234	205
ENSG00000157873	17	14	21	14	8	12
ENSG00000157881	354	406	423	242	344	298
ENSG00000157884	6	3	4	3	1	7
ENSG00000157890	42	59	79	41	55	58
ENSG00000157895	260	272	275	165	253	220
ENSG00000157911	159	174	161	130	167	137
ENSG00000157916	670	783	726	496	692	508
ENSG00000157927	42	46	52	16	22	25
ENSG00000157933	262	290	306	222	229	204
ENSG00000157954	850	1005	930	641	884	608
ENSG00000157978	85	103	96	62	121	82
ENSG00000157985	477	518	617	447	523	383
ENSG00000157992	31	25	42	27	48	30
ENSG00000157999	26	17	41	11	25	13
ENSG00000158006	255	306	296	228	339	273
ENSG00000158008	51	32	36	25	40	44
ENSG00000158014	17	18	22	15	40	16
ENSG00000158019	312	344	348	252	349	265
ENSG00000158022	12	12	13	13	23	12
ENSG00000158023	107	133	141	123	193	132
ENSG00000158042	403	455	427	290	379	301
ENSG00000158050	12	10	7	8	9	11
ENSG00000158055	23	27	37	18	32	18
ENSG00000158062	315	428	339	317	455	304
ENSG00000158077	13	28	24	24	27	22
ENSG00000158079	332	362	358	238	298	259
ENSG00000158089	182	233	255	161	256	190
ENSG00000158092	323	348	377	275	331	268
ENSG00000158104	12	20	17	9	16	11
ENSG00000158106	290	345	341	215	265	265
ENSG00000158109	184	199	187	166	242	168
ENSG00000158113	67	85	89	70	67	62
ENSG00000158122	180	203	190	168	192	141
ENSG00000158125	70	102	89	78	84	69
ENSG00000158156	96	116	144	92	127	96
ENSG00000158158	271	254	274	230	306	225
ENSG00000158161	856	988	1071	790	1197	813
ENSG00000158163	110	131	131	97	109	92
ENSG00000158164	864	812	867	442	560	490
ENSG00000158169	284	299	321	267	384	255
ENSG00000158186	429	525	508	311	502	375
ENSG00000158195	709	833	906	624	902	669
ENSG00000158201	196	199	252	140	223	192
ENSG00000158220	39	35	45	39	45	35
ENSG00000158234	127	110	126	108	139	83
ENSG00000158246	102	109	104	65	72	63
ENSG00000158258	153	154	199	114	107	122
ENSG00000158270	347	346	314	160	210	203
ENSG00000158286	10	23	32	23	35	21
ENSG00000158290	1276	1484	1636	937	1482	1092
ENSG00000158292	124	94	121	72	90	88
ENSG00000158296	168	214	230	189	280	195
ENSG00000158301	568	594	613	390	591	411
ENSG00000158315	13	6	15	15	18	4
ENSG00000158321	453	490	504	344	446	378
ENSG00000158352	558	643	714	550	774	523
ENSG00000158373	1818	2284	2162	1101	1610	1269
ENSG00000158402	144	156	159	78	120	104
ENSG00000158406	2369	3031	2516	1653	2146	1816
ENSG00000158411	293	292	358	216	303	227
ENSG00000158417	524	527	637	331	554	396
ENSG00000158423	30	30	38	31	81	39
ENSG00000158427	32	29	22	22	14	14
ENSG00000158428	50	84	87	96	118	72
ENSG00000158435	715	809	955	566	801	626
ENSG00000158445	17	5	24	5	12	21
ENSG00000158457	740	922	920	759	921	697
ENSG00000158458	6	3	7	1	13	7
ENSG00000158467	342	355	422	276	387	325
ENSG00000158470	783	896	947	803	1482	799
ENSG00000158473	191	140	170	55	55	106
ENSG00000158477	9	0	14	4	7	7
ENSG00000158480	140	141	149	90	125	121
ENSG00000158481	4	3	13	5	14	8
ENSG00000158483	85	90	93	59	81	61
ENSG00000158485	1	0	5	1	7	5
ENSG00000158486	31	20	55	28	35	34
ENSG00000158488	9	2	22	7	12	15
ENSG00000158497	2	0	1	0	0	1
ENSG00000158516	8	6	10	3	8	8
ENSG00000158517	5	3	12	4	4	6
ENSG00000158525	8	7	12	5	10	10
ENSG00000158526	315	293	333	226	310	260
ENSG00000158528	2148	2007	2551	1329	2169	1564
ENSG00000158545	415	376	470	265	390	303
ENSG00000158552	304	373	366	297	382	309
ENSG00000158553	4	1	6	2	6	6
ENSG00000158555	31	51	36	55	81	48
ENSG00000158560	17	10	31	19	28	18
ENSG00000158571	11	6	22	7	14	16
ENSG00000158578	8	3	9	8	11	3
ENSG00000158604	1958	2494	2414	1751	2325	1840
ENSG00000158615	1861	1762	1916	1383	1654	1292
ENSG00000158623	898	942	951	633	753	587
ENSG00000158636	519	561	646	405	525	467
ENSG00000158639	0	0	0	0	1	1
ENSG00000158669	781	820	900	549	777	563
ENSG00000158683	18	9	22	8	17	22
ENSG00000158691	578	491	558	359	480	335
ENSG00000158710	351	423	416	234	348	289
ENSG00000158711	844	794	917	669	724	658
ENSG00000158714	18	8	10	11	16	9
ENSG00000158715	114	163	176	144	196	156
ENSG00000158716	134	171	172	104	169	107
ENSG00000158717	89	112	114	69	97	62
ENSG00000158747	56	36	35	26	39	29
ENSG00000158748	76	53	69	24	27	43
ENSG00000158764	2	0	5	1	0	1
ENSG00000158769	706	790	899	595	826	606
ENSG00000158773	528	630	715	460	640	491
ENSG00000158786	4	3	17	11	15	5
ENSG00000158792	47	81	68	63	88	56
ENSG00000158793	450	498	489	359	504	324
ENSG00000158796	311	286	342	230	366	252
ENSG00000158805	187	171	182	127	158	104
ENSG00000158806	14	12	19	19	17	19
ENSG00000158813	57	61	69	47	96	44
ENSG00000158815	18	7	19	16	21	16
ENSG00000158816	26	41	51	34	41	37
ENSG00000158825	3	2	2	1	0	2
ENSG00000158828	176	254	216	175	239	186
ENSG00000158850	498	461	513	343	453	332
ENSG00000158856	70	122	108	140	242	150
ENSG00000158859	102	87	106	47	66	65
ENSG00000158863	359	395	373	299	331	284
ENSG00000158864	878	972	988	773	1007	741
ENSG00000158865	5	18	13	29	43	22
ENSG00000158869	6	14	21	9	23	9
ENSG00000158874	6	7	7	3	4	8
ENSG00000158882	179	200	239	158	204	157
ENSG00000158887	23	27	38	18	26	11
ENSG00000158901	2	0	4	0	4	3
ENSG00000158941	1065	1159	1196	718	1008	734
ENSG00000158955	0	1	4	7	7	2
ENSG00000158966	986	1081	1252	849	1279	902
ENSG00000158985	714	783	849	575	747	537
ENSG00000158987	129	137	161	116	153	118
ENSG00000159023	1505	1538	1703	935	1317	1007
ENSG00000159055	290	252	320	185	226	198
ENSG00000159063	496	520	611	382	459	373
ENSG00000159069	269	385	322	273	363	263
ENSG00000159079	261	283	284	264	292	266
ENSG00000159082	195	231	259	211	283	222
ENSG00000159086	1569	1367	1548	967	1089	1010
ENSG00000159110	58	49	54	33	28	36
ENSG00000159111	528	621	621	446	547	409
ENSG00000159128	924	928	930	573	768	681
ENSG00000159131	1094	1016	1107	716	966	708
ENSG00000159140	2259	2437	2682	1789	2084	1719
ENSG00000159147	221	203	280	142	189	161
ENSG00000159164	356	421	412	254	351	278
ENSG00000159166	134	143	144	108	151	104
ENSG00000159167	117	93	163	66	104	147
ENSG00000159173	275	282	248	142	162	166
ENSG00000159176	288	282	309	213	251	202
ENSG00000159182	0	0	0	0	0	0
ENSG00000159184	1	5	3	5	5	3
ENSG00000159189	2	0	3	1	6	3
ENSG00000159197	8	6	5	2	6	5
ENSG00000159199	769	787	863	716	789	690
ENSG00000159200	136	152	181	118	156	135
ENSG00000159202	806	945	1076	730	1003	762
ENSG00000159208	50	60	77	40	57	43
ENSG00000159210	639	676	660	489	642	495
ENSG00000159212	5	6	7	2	6	3
ENSG00000159214	94	189	159	130	216	113
ENSG00000159216	37	19	62	21	40	42
ENSG00000159217	2552	2684	2965	1820	2486	1986
ENSG00000159224	1	0	1	3	2	1
ENSG00000159228	192	272	248	216	324	200
ENSG00000159231	1	1	2	0	1	2
ENSG00000159239	54	54	52	37	57	50
ENSG00000159248	0	0	8	4	4	4
ENSG00000159251	28	45	55	21	152	88
ENSG00000159256	731	825	964	593	772	639
ENSG00000159259	226	207	211	123	159	119
ENSG00000159261	1	0	0	2	6	2
ENSG00000159263	129	120	179	100	98	104
ENSG00000159267	580	590	585	399	479	357
ENSG00000159289	21	9	27	13	37	25
ENSG00000159307	337	255	312	119	158	148
ENSG00000159314	118	131	178	132	184	122
ENSG00000159322	448	483	520	362	493	355
ENSG00000159335	1914	2243	2062	1311	1947	1455
ENSG00000159337	3	2	10	3	14	3
ENSG00000159339	5	0	4	2	6	3
ENSG00000159346	728	787	903	566	709	588
ENSG00000159348	411	384	492	394	519	356
ENSG00000159352	1414	1563	1497	988	1406	1057
ENSG00000159363	357	421	405	267	328	249
ENSG00000159374	33	31	26	17	19	28
ENSG00000159377	1605	1939	1703	1257	1588	1234
ENSG00000159387	84	87	96	52	97	75
ENSG00000159388	519	732	711	701	794	579
ENSG00000159398	5	1	9	3	5	2
ENSG00000159399	561	455	580	225	393	423
ENSG00000159403	96	94	108	74	95	51
ENSG00000159409	11	18	42	5	15	9
ENSG00000159423	176	248	223	240	366	233
ENSG00000159433	363	217	309	161	206	154
ENSG00000159445	235	253	259	232	256	221
ENSG00000159450	5	4	10	7	6	16
ENSG00000159455	2	0	0	0	4	1
ENSG00000159459	782	824	940	550	803	628
ENSG00000159461	1527	1593	1588	932	1174	972
ENSG00000159479	324	390	383	295	412	319
ENSG00000159495	1	0	6	5	3	1
ENSG00000159496	48	51	58	36	42	32
ENSG00000159516	1	0	0	0	1	0
ENSG00000159527	7	3	6	1	8	6
ENSG00000159556	0	0	1	1	0	1
ENSG00000159579	775	854	865	595	833	635
ENSG00000159588	31	30	41	23	31	32
ENSG00000159592	1732	2006	2021	1375	1934	1529
ENSG00000159593	1241	1159	1284	672	868	765
ENSG00000159596	343	383	406	267	359	296
ENSG00000159640	141	212	172	226	345	234
ENSG00000159648	7	5	16	6	15	6
ENSG00000159650	3	5	12	2	17	4
ENSG00000159658	1357	1341	1539	1140	1526	1076
ENSG00000159674	70	70	69	40	20	62
ENSG00000159685	104	93	117	70	90	78
ENSG00000159692	1022	1367	1211	810	1020	817
ENSG00000159708	31	32	33	32	41	30
ENSG00000159713	188	200	191	75	110	102
ENSG00000159714	139	124	108	97	124	101
ENSG00000159720	578	706	694	533	702	504
ENSG00000159723	4	2	5	1	8	3
ENSG00000159733	22	20	25	20	33	35
ENSG00000159753	31	18	38	25	42	22
ENSG00000159761	22	22	30	21	40	28
ENSG00000159763	0	0	1	0	3	0
ENSG00000159784	54	55	71	35	59	32
ENSG00000159788	497	567	626	374	491	368
ENSG00000159792	281	374	350	301	327	243
ENSG00000159840	368	329	318	210	237	190
ENSG00000159842	1309	1196	1260	727	838	781
ENSG00000159871	10	6	12	6	10	7
ENSG00000159873	1037	1177	1412	838	1133	988
ENSG00000159882	156	167	165	124	166	127
ENSG00000159884	7	6	6	6	6	7
ENSG00000159885	86	79	91	66	102	72
ENSG00000159899	111	155	184	113	154	105
ENSG00000159904	15	23	6	4	6	11
ENSG00000159905	114	112	144	93	107	82
ENSG00000159915	72	58	90	59	115	77
ENSG00000159917	137	148	172	94	183	114
ENSG00000159921	402	368	405	251	329	280
ENSG00000159958	19	16	13	13	5	8
ENSG00000159961	2	0	1	2	1	0
ENSG00000160007	1172	1381	1502	1115	1671	1142
ENSG00000160013	19	8	15	15	8	10
ENSG00000160014	2553	3279	2965	2227	3359	2322
ENSG00000160049	1658	1582	1834	1057	1479	1204
ENSG00000160050	165	196	160	125	154	112
ENSG00000160051	110	130	146	106	154	107
ENSG00000160055	179	200	207	170	248	191
ENSG00000160058	866	1026	1056	780	1232	881
ENSG00000160062	326	356	326	240	272	229
ENSG00000160072	454	527	463	346	446	317
ENSG00000160075	594	765	744	580	671	518
ENSG00000160087	326	376	368	237	302	266
ENSG00000160094	363	319	405	249	354	280
ENSG00000160097	33	63	80	34	64	38
ENSG00000160111	502	519	501	289	350	308
ENSG00000160113	908	1214	1021	789	976	746
ENSG00000160117	60	44	51	25	32	35
ENSG00000160124	349	323	378	214	318	281
ENSG00000160131	1992	2032	2301	1497	1987	1597
ENSG00000160145	309	314	383	189	317	188
ENSG00000160161	25	28	33	30	16	19
ENSG00000160179	55	64	53	71	70	54
ENSG00000160180	5	3	3	4	8	2
ENSG00000160181	0	1	4	1	5	0
ENSG00000160182	1	1	4	0	3	1
ENSG00000160183	5	7	8	4	16	8
ENSG00000160185	5	0	10	3	10	9
ENSG00000160188	55	74	78	93	126	64
ENSG00000160190	102	124	139	114	118	93
ENSG00000160191	729	721	782	472	569	508
ENSG00000160193	101	94	84	81	88	59
ENSG00000160194	799	869	876	631	893	676
ENSG00000160199	339	322	428	301	386	288
ENSG00000160200	1939	2181	1932	1163	1440	1268
ENSG00000160201	479	550	506	352	495	353
ENSG00000160202	2	2	7	0	3	1
ENSG00000160207	32	30	43	23	28	20
ENSG00000160208	970	896	963	601	747	603
ENSG00000160209	2023	2095	2040	1452	1683	1418
ENSG00000160211	519	594	465	311	322	318
ENSG00000160213	314	321	331	206	304	212
ENSG00000160214	371	390	384	268	288	226
ENSG00000160216	783	1036	944	825	1237	872
ENSG00000160218	958	996	1118	715	971	800
ENSG00000160219	11	1	15	2	8	7
ENSG00000160221	449	632	598	467	679	401
ENSG00000160223	66	71	69	49	55	39
ENSG00000160224	5	10	14	7	16	8
ENSG00000160226	58	54	60	53	60	57
ENSG00000160229	59	38	55	30	36	31
ENSG00000160233	68	77	73	69	85	83
ENSG00000160255	47	78	75	82	130	92
ENSG00000160256	74	113	68	53	76	51
ENSG00000160271	835	820	920	469	711	606
ENSG00000160282	96	212	150	187	249	173
ENSG00000160284	132	129	144	99	120	98
ENSG00000160285	1449	1845	1752	1129	1423	1032
ENSG00000160293	395	468	473	346	437	322
ENSG00000160294	1107	1109	1279	798	1034	828
ENSG00000160298	192	187	195	112	157	101
ENSG00000160299	570	633	642	379	591	442
ENSG00000160305	790	783	910	560	734	627
ENSG00000160307	3	5	1	13	14	13
ENSG00000160310	891	1000	1115	763	1101	775
ENSG00000160318	19	24	19	16	27	14
ENSG00000160321	80	56	89	44	42	43
ENSG00000160323	116	142	135	117	128	108
ENSG00000160325	360	469	386	300	385	310
ENSG00000160326	35	69	63	42	29	40
ENSG00000160336	417	448	455	342	399	354
ENSG00000160339	0	0	0	2	3	1
ENSG00000160345	28	62	50	54	61	43
ENSG00000160349	0	0	1	2	2	2
ENSG00000160352	999	932	1154	696	853	716
ENSG00000160360	326	387	334	237	283	216
ENSG00000160392	111	104	121	92	105	105
ENSG00000160396	5	6	11	8	2	2
ENSG00000160401	100	161	134	219	205	118
ENSG00000160404	97	111	98	84	91	81
ENSG00000160408	594	606	591	343	521	415
ENSG00000160410	467	572	524	344	426	340
ENSG00000160439	165	178	240	174	221	154
ENSG00000160445	447	540	524	393	555	427
ENSG00000160446	106	141	132	114	143	99
ENSG00000160447	131	128	137	97	104	91
ENSG00000160460	26	26	53	16	34	29
ENSG00000160469	178	184	232	141	187	151
ENSG00000160471	31	20	30	18	20	28
ENSG00000160472	11	10	6	5	5	8
ENSG00000160505	1	1	4	2	4	4
ENSG00000160539	16	21	12	8	16	15
ENSG00000160551	2549	2520	3015	1950	2502	2019
ENSG00000160563	267	261	305	141	236	185
ENSG00000160570	166	233	260	168	269	184
ENSG00000160584	542	532	601	406	548	457
ENSG00000160588	112	128	123	121	162	119
ENSG00000160593	20	9	24	7	12	15
ENSG00000160602	80	103	88	74	100	79
ENSG00000160606	57	59	59	44	75	53
ENSG00000160613	618	579	581	440	508	418
ENSG00000160633	903	962	1030	611	830	616
ENSG00000160654	2	2	10	5	13	3
ENSG00000160678	148	146	157	131	180	129
ENSG00000160679	1074	1132	1115	754	982	756
ENSG00000160683	0	0	1	0	1	2
ENSG00000160685	221	355	288	225	288	220
ENSG00000160688	513	480	527	366	467	370
ENSG00000160691	1612	1534	1744	917	1068	1003
ENSG00000160695	481	512	575	423	569	464
ENSG00000160703	132	182	126	111	164	110
ENSG00000160710	2719	2891	3065	2122	2987	2167
ENSG00000160712	215	292	255	300	493	300
ENSG00000160714	797	754	822	496	692	534
ENSG00000160716	19	13	29	14	32	19
ENSG00000160741	237	298	264	189	225	226
ENSG00000160746	395	479	484	332	420	348
ENSG00000160752	1425	1605	1516	879	1216	888
ENSG00000160753	224	286	256	214	283	216
ENSG00000160767	180	207	183	108	138	116
ENSG00000160781	100	92	115	86	95	98
ENSG00000160783	293	344	275	252	271	249
ENSG00000160785	448	454	499	403	468	337
ENSG00000160789	660	846	734	554	749	574
ENSG00000160791	3	3	15	5	16	10
ENSG00000160796	581	626	761	569	612	543
ENSG00000160799	315	363	397	252	345	290
ENSG00000160801	170	298	262	358	510	273
ENSG00000160803	623	666	772	474	686	549
ENSG00000160808	22	56	35	53	103	50
ENSG00000160813	63	97	64	56	62	44
ENSG00000160818	316	321	340	228	255	190
ENSG00000160838	5	11	27	21	17	15
ENSG00000160856	10	2	18	9	12	8
ENSG00000160862	16	48	46	149	244	110
ENSG00000160867	938	1347	1321	1095	1450	1059
ENSG00000160868	3	4	9	3	6	4
ENSG00000160870	9	11	18	14	19	13
ENSG00000160877	625	671	686	443	539	447
ENSG00000160882	4	1	6	2	5	6
ENSG00000160883	7	1	9	8	8	9
ENSG00000160886	3	1	5	1	1	1
ENSG00000160888	498	401	452	423	555	374
ENSG00000160908	261	246	272	193	209	192
ENSG00000160917	523	572	565	396	508	369
ENSG00000160932	601	756	655	524	573	500
ENSG00000160948	816	917	823	601	803	589
ENSG00000160949	313	384	413	200	257	202
ENSG00000160951	0	3	0	1	3	0
ENSG00000160953	434	473	542	314	505	383
ENSG00000160957	163	156	151	84	95	91
ENSG00000160959	287	317	309	242	314	223
ENSG00000160961	273	274	302	220	247	207
ENSG00000160963	559	630	556	297	376	270
ENSG00000160972	113	186	147	124	179	135
ENSG00000160973	8	9	20	13	10	10
ENSG00000160991	464	522	487	360	468	355
ENSG00000160993	102	134	134	78	120	94
ENSG00000160994	2	1	2	1	0	1
ENSG00000160999	33	32	38	24	37	24
ENSG00000161010	310	360	314	266	336	279
ENSG00000161011	528	605	636	548	626	467
ENSG00000161013	710	888	924	789	1044	681
ENSG00000161016	5711	6447	6334	3819	5191	4059
ENSG00000161021	712	748	773	562	688	580
ENSG00000161031	5	0	4	6	8	3
ENSG00000161036	189	188	249	119	199	142
ENSG00000161040	65	78	84	74	90	71
ENSG00000161048	329	348	368	295	405	298
ENSG00000161055	6	2	1	2	5	5
ENSG00000161057	990	1048	1057	712	969	747
ENSG00000161082	32	22	29	22	18	27
ENSG00000161091	279	346	353	276	379	280
ENSG00000161133	8	0	5	3	8	13
ENSG00000161179	88	107	82	68	72	49
ENSG00000161180	9	9	11	6	5	7
ENSG00000161202	788	906	950	646	872	658
ENSG00000161203	2026	2397	2229	1575	2119	1583
ENSG00000161204	427	486	470	363	477	317
ENSG00000161217	549	627	672	542	769	527
ENSG00000161243	38	50	50	46	45	37
ENSG00000161249	359	407	453	312	448	333
ENSG00000161265	61	59	60	51	65	49
ENSG00000161267	222	222	229	150	249	152
ENSG00000161270	1910	2097	2009	1315	1478	1338
ENSG00000161277	68	62	75	51	67	50
ENSG00000161281	25	29	18	15	12	10
ENSG00000161298	185	190	223	128	176	146
ENSG00000161328	37	63	40	29	30	36
ENSG00000161381	70	44	84	26	43	49
ENSG00000161395	352	363	387	281	396	278
ENSG00000161405	3	2	4	1	5	5
ENSG00000161509	15	10	14	17	15	23
ENSG00000161513	135	106	130	76	101	82
ENSG00000161526	732	751	781	573	699	530
ENSG00000161533	722	789	906	735	993	735
ENSG00000161542	433	540	514	315	406	350
ENSG00000161544	40	27	30	13	29	16
ENSG00000161547	2219	2307	2292	1594	1908	1585
ENSG00000161558	88	112	125	67	89	62
ENSG00000161594	6	6	14	5	10	4
ENSG00000161609	10	5	17	5	14	15
ENSG00000161610	0	1	1	0	0	0
ENSG00000161618	106	150	122	96	124	91
ENSG00000161634	3	1	3	4	2	2
ENSG00000161638	366	410	407	239	372	336
ENSG00000161640	4	2	4	0	8	5
ENSG00000161642	65	58	92	42	55	47
ENSG00000161647	187	126	134	72	90	67
ENSG00000161649	35	47	37	18	18	34
ENSG00000161652	6	2	13	3	10	8
ENSG00000161653	54	66	76	42	60	40
ENSG00000161654	351	374	358	241	261	241
ENSG00000161664	45	32	54	29	55	33
ENSG00000161671	610	815	761	702	1131	748
ENSG00000161677	12	3	18	15	12	19
ENSG00000161681	24	18	31	19	22	24
ENSG00000161682	412	454	409	269	310	259
ENSG00000161692	200	197	289	124	212	167
ENSG00000161714	206	207	222	137	182	136
ENSG00000161791	605	536	627	349	502	404
ENSG00000161798	3	5	9	6	11	6
ENSG00000161800	714	748	822	476	714	512
ENSG00000161807	0	0	2	1	1	2
ENSG00000161813	1262	1345	1457	1020	1149	1031
ENSG00000161835	112	96	113	85	110	79
ENSG00000161847	98	111	105	75	100	76
ENSG00000161849	1	0	3	1	0	0
ENSG00000161850	2	2	9	2	11	8
ENSG00000161860	25	20	24	27	25	24
ENSG00000161888	338	322	327	175	250	172
ENSG00000161896	22	16	27	19	23	14
ENSG00000161904	799	770	878	563	679	578
ENSG00000161905	12	6	19	6	18	28
ENSG00000161911	4	5	10	3	11	8
ENSG00000161914	45	45	55	28	41	41
ENSG00000161920	121	115	125	97	136	98
ENSG00000161921	24	23	30	26	35	40
ENSG00000161929	6	16	16	11	14	6
ENSG00000161939	1	1	0	0	0	1
ENSG00000161940	10	10	17	14	21	16
ENSG00000161944	15	4	14	7	27	9
ENSG00000161955	11	21	36	14	31	19
ENSG00000161956	232	256	242	194	222	146
ENSG00000161958	30	17	37	21	28	36
ENSG00000161960	251	202	243	179	205	156
ENSG00000161970	4414	4184	5404	3099	5013	2967
ENSG00000161973	2	0	4	2	3	6
ENSG00000161980	87	72	95	33	60	55
ENSG00000161981	331	372	367	228	286	250
ENSG00000161992	3	5	11	6	19	3
ENSG00000161996	447	460	494	350	430	287
ENSG00000161999	241	281	242	192	239	205
ENSG00000162004	83	84	81	68	87	62
ENSG00000162006	8	4	6	2	6	3
ENSG00000162009	6	0	1	2	1	0
ENSG00000162032	6	6	6	8	14	6
ENSG00000162039	43	36	32	15	31	24
ENSG00000162040	15	15	12	9	5	12
ENSG00000162062	134	139	120	91	128	86
ENSG00000162063	461	552	572	304	474	347
ENSG00000162065	308	320	385	285	386	275
ENSG00000162066	61	108	88	67	96	69
ENSG00000162068	25	14	20	10	15	14
ENSG00000162069	16	7	17	15	20	13
