id	Cb1	Cb2	Cb3	Cm1	Cm2	Cm3
ENSG00000166035	201.6	137.8	132.3	92.7	94.7	97.4
ENSG00000069974	118.6	250.6	151.8	138.6	119.5	142.5
ENSG00000255529	1094.0	1171.5	1124.3	1271.6	1183.8	1499.4
ENSG00000130158	1806.9	1711.0	1370.8	1145.7	1064.9	608.9
ENSG00000197256	888.4	788.3	761.5	856.0	840.6	712.4
ENSG00000069966	257.0	182.6	223.7	378.8	326.6	383.2
ENSG00000127616	560.4	582.8	536.8	326.9	436.0	361.1
ENSG00000142453	135.5	145.8	98.3	125.2	125.3	109.1
ENSG00000140280	161.5	119.2	125.2	121.7	120.5	140.0
ENSG00000130733	201.8	227.2	123.1	145.0	174.0	151.9
ENSG00000104112	87.8	87.7	103.0	104.2	114.4	106.3
ENSG00000099203	128.9	165.0	146.0	124.3	119.6	128.1
ENSG00000112175	95.4	108.8	94.4	131.8	130.4	175.0
ENSG00000129351	298.9	308.5	251.4	333.5	342.1	262.4
ENSG00000105088	97.2	97.9	95.7	99.7	92.0	96.6
ENSG00000127445	214.3	202.7	201.3	278.5	247.8	226.3
ENSG00000076706	1600.5	1366.8	1517.2	158.2	195.3	137.3
ENSG00000160695	139.2	124.4	139.7	117.2	113.0	108.6
ENSG00000256269	266.8	217.2	262.4	246.7	229.3	226.1
ENSG00000154133	883.8	756.6	709.3	93.8	99.2	96.7
ENSG00000172269	1406.6	1841.7	2078.4	940.7	1011.9	780.5
ENSG00000134955	123.4	108.4	135.2	107.4	97.2	111.7
ENSG00000172273	156.1	106.9	112.9	105.6	126.7	102.6
ENSG00000149557	120.8	95.7	113.9	395.3	398.3	392.5
ENSG00000134910	117.9	152.2	136.4	191.3	208.1	248.6
ENSG00000149428	478.5	156.5	279.8	181.2	218.8	186.5
ENSG00000137700	118.1	211.0	186.6	150.8	116.1	176.5
ENSG00000149554	167.4	392.4	187.6	230.3	285.7	283.0
ENSG00000196655	439.8	319.0	493.3	339.4	366.2	410.6
ENSG00000160703	131.1	131.8	123.2	158.5	135.8	151.9
ENSG00000110060	321.2	280.3	283.4	479.6	444.8	543.3
ENSG00000109832	96.0	109.2	104.7	309.6	375.7	440.8
ENSG00000110367	642.2	545.7	665.3	738.1	719.2	779.1
ENSG00000095139	123.4	136.4	149.2	165.4	168.9	178.8
ENSG00000137648	99.3	97.3	99.6	94.4	92.0	89.2
ENSG00000186318	147.5	215.9	167.6	232.7	203.3	218.3
ENSG00000110244	99.2	97.8	94.9	96.6	97.1	94.4
ENSG00000109917	457.0	488.6	373.4	464.9	502.4	479.6
ENSG00000137656	128.1	113.6	112.8	110.7	103.6	117.6
ENSG00000188771	87.6	84.3	89.4	91.4	83.9	82.6
ENSG00000150764	118.1	88.7	109.7	297.8	279.9	305.7
ENSG00000149300	94.4	96.3	103.8	96.0	87.6	96.9
ENSG00000109846	99.0	104.9	115.2	96.3	102.1	98.3
ENSG00000086848	121.5	142.9	145.8	109.8	114.5	117.2
ENSG00000137713	187.3	250.2	187.7	212.6	223.5	180.6
ENSG00000110777	213.9	364.8	321.3	93.2	92.0	97.8
ENSG00000137714	600.0	509.1	850.1	607.2	553.4	772.9
ENSG00000137710	735.7	780.9	686.1	708.1	681.3	687.4
ENSG00000100997	117.8	111.0	105.4	109.3	105.7	114.8
ENSG00000165526	160.4	205.6	237.8	146.5	195.4	210.8
ENSG00000182934	362.9	249.6	334.6	263.2	347.5	356.9
ENSG00000150455	128.0	125.2	134.8	101.5	107.7	108.4
ENSG00000110063	314.3	324.4	416.8	222.8	206.0	220.9
ENSG00000110080	406.6	427.7	382.6	418.5	396.6	351.8
ENSG00000149571	95.1	86.6	91.8	304.7	232.7	287.6
ENSG00000134954	1115.9	1315.2	1218.6	237.7	350.3	247.5
ENSG00000166266	203.6	117.5	140.2	135.8	182.3	189.7
ENSG00000204361	129.3	145.2	107.0	89.9	89.4	87.9
ENSG00000076043	463.5	377.0	389.1	301.1	256.2	258.3
ENSG00000166250	115.9	104.8	111.2	600.6	685.0	663.9
ENSG00000154127	559.9	657.3	347.1	349.1	403.4	474.1
ENSG00000149403	93.4	99.1	103.2	103.8	99.0	100.3
ENSG00000184232	106.5	89.4	133.1	125.6	128.9	129.4
ENSG00000137699	97.7	94.2	97.1	95.4	92.4	98.1
ENSG00000110400	103.9	111.8	104.4	97.0	99.0	97.6
ENSG00000154096	106.2	92.1	107.0	120.7	115.3	116.1
ENSG00000036672	94.1	96.2	99.6	100.0	99.9	91.5
ENSG00000149212	184.2	276.4	208.5	657.9	640.1	741.0
ENSG00000137692	1668.9	1620.5	1329.3	1536.6	1333.3	1239.5
ENSG00000023445	170.8	195.2	135.7	113.4	105.2	110.0
ENSG00000137672	116.9	126.3	136.0	114.1	132.9	120.7
ENSG00000084234	2541.1	2350.7	2297.0	1781.6	1880.0	1454.8
ENSG00000149418	96.5	98.4	91.5	91.1	89.2	91.0
ENSG00000134917	139.5	188.6	159.9	106.8	132.1	149.2
ENSG00000120451	103.8	92.1	96.4	89.9	93.4	98.2
ENSG00000166086	283.6	242.2	334.0	610.7	661.6	762.8
ENSG00000151502	303.3	232.8	409.0	674.8	673.3	879.9
ENSG00000135766	273.4	452.9	283.1	215.8	206.9	252.4
ENSG00000116906	228.1	180.6	180.1	150.2	171.4	158.8
ENSG00000143633	194.1	203.2	172.1	175.3	179.5	186.1
ENSG00000119280	330.2	441.1	236.8	292.4	303.4	395.3
ENSG00000173409	118.6	99.7	120.0	100.5	109.9	107.4
ENSG00000135775	192.6	258.3	163.0	204.5	219.1	170.7
ENSG00000154429	120.6	111.8	112.1	116.4	106.7	103.6
ENSG00000151498	111.2	222.2	175.0	133.3	129.4	127.5
ENSG00000164619	91.6	88.3	83.6	129.0	121.3	142.1
ENSG00000090861	204.6	235.5	284.6	189.8	203.9	240.7
ENSG00000103091	158.7	132.8	116.6	135.6	117.7	124.4
ENSG00000050820	197.7	236.8	251.2	127.1	113.9	145.3
ENSG00000153774	953.7	1006.1	950.4	838.8	856.9	1270.8
ENSG00000166822	133.7	142.1	138.4	99.1	115.0	113.0
ENSG00000205084	94.0	94.4	103.6	126.0	114.5	140.4
ENSG00000034713	913.6	792.5	802.7	696.6	621.9	647.3
ENSG00000065457	98.5	104.9	100.3	120.2	117.3	108.0
ENSG00000065427	421.3	390.3	412.0	384.9	351.3	387.2
ENSG00000166012	405.9	286.1	210.6	428.0	415.5	280.1
ENSG00000182919	334.5	352.0	510.9	653.3	563.4	654.4
ENSG00000214376	111.0	136.7	119.2	126.0	125.0	122.5
ENSG00000110218	149.1	191.1	144.3	259.7	258.7	313.5
ENSG00000123901	97.4	99.6	99.7	127.8	113.3	128.0
ENSG00000168876	218.1	139.6	226.8	201.0	181.5	264.2
ENSG00000198373	260.3	405.2	281.5	393.3	374.4	302.9
ENSG00000020922	165.3	210.2	180.9	156.9	186.8	176.9
ENSG00000184384	149.3	110.1	123.3	181.3	172.0	194.8
ENSG00000103018	1002.9	951.0	1171.5	595.2	593.6	719.6
ENSG00000166037	137.7	152.6	135.4	134.4	140.6	111.0
ENSG00000132604	176.1	188.7	149.9	154.9	173.3	154.9
ENSG00000087053	189.3	188.1	195.6	145.8	159.5	166.3
ENSG00000132603	136.1	134.6	137.7	130.9	139.7	150.6
ENSG00000132612	548.0	385.1	576.8	485.9	529.0	544.6
ENSG00000184939	694.3	573.9	681.0	916.4	954.7	868.8
ENSG00000103064	163.5	145.5	230.2	187.4	174.4	146.3
ENSG00000072736	500.5	477.2	607.4	595.8	608.3	673.7
ENSG00000167264	155.3	129.8	108.1	173.2	142.0	128.1
ENSG00000205220	484.5	643.1	585.4	354.4	271.3	318.0
ENSG00000176387	97.7	93.4	98.9	106.5	105.9	113.4
ENSG00000125149	216.1	281.8	258.8	164.4	164.7	193.9
ENSG00000067955	780.5	640.9	758.0	1006.1	963.9	942.0
ENSG00000166595	201.4	298.6	273.3	177.6	176.1	170.2
ENSG00000179776	951.0	1020.5	1084.6	92.0	96.7	92.6
ENSG00000204843	211.7	150.5	248.7	128.0	119.1	137.4
ENSG00000104613	215.9	237.5	272.3	272.9	260.2	228.3
ENSG00000105726	446.9	606.5	359.8	329.6	441.5	226.0
ENSG00000129933	194.6	317.1	201.1	233.1	224.9	162.9
ENSG00000143674	93.3	92.2	95.8	93.8	90.5	89.0
ENSG00000135778	112.9	121.5	136.7	134.4	133.6	146.7
ENSG00000130520	1366.8	1465.6	1130.7	996.3	1087.1	1139.0
ENSG00000166455	127.8	183.9	121.3	129.9	137.3	147.1
ENSG00000135698	284.5	304.9	335.8	407.1	388.1	333.9
ENSG00000140945	112.1	135.9	137.4	101.4	101.8	105.2
ENSG00000105649	142.7	170.7	129.1	296.9	315.0	373.7
ENSG00000230989	1044.5	981.5	1175.1	1157.5	1187.9	1358.9
ENSG00000140943	125.9	158.4	169.2	169.2	167.9	185.5
ENSG00000099308	360.9	340.0	293.3	487.2	481.3	305.3
ENSG00000154099	110.8	133.7	122.9	111.3	107.2	99.9
ENSG00000103187	502.0	583.3	660.1	353.4	303.0	397.3
ENSG00000103194	331.2	300.0	277.1	215.0	279.0	239.9
ENSG00000135709	626.2	513.0	560.0	108.5	115.0	125.3
ENSG00000153786	414.7	428.7	447.0	190.6	215.8	246.7
ENSG00000131149	357.2	373.9	370.5	252.5	280.4	271.2
ENSG00000131153	312.8	262.7	304.2	171.1	153.6	192.2
ENSG00000105393	412.1	528.2	513.8	302.8	321.7	385.4
ENSG00000131148	231.4	255.3	276.0	198.1	184.4	194.1
ENSG00000131143	2160.8	2286.6	2605.4	1927.0	1858.5	2122.5
ENSG00000103248	113.5	130.9	98.8	103.1	105.0	91.9
ENSG00000258102	1501.7	1826.2	1713.9	1216.6	1423.0	1568.6
ENSG00000130304	111.5	114.8	83.9	139.6	146.3	126.2
ENSG00000130313	141.8	121.6	131.9	131.8	136.3	141.1
ENSG00000105639	146.8	170.5	123.9	88.9	97.9	94.2
ENSG00000179913	480.2	609.9	365.6	92.5	93.3	96.1
ENSG00000167460	1424.2	1628.3	1696.1	500.5	571.6	517.4
ENSG00000070761	612.1	454.0	401.2	620.3	602.4	368.2
ENSG00000103005	366.0	314.6	335.4	306.7	272.7	293.7
ENSG00000072954	107.6	108.2	128.8	191.6	129.9	215.3
ENSG00000102996	1613.4	1730.6	1911.7	345.4	356.4	422.1
ENSG00000070729	155.3	130.6	111.4	95.1	93.3	89.1
ENSG00000205336	156.9	142.9	111.9	86.5	84.6	91.6
ENSG00000102978	483.8	506.3	671.0	384.1	420.2	447.4
ENSG00000088682	172.0	162.1	178.6	168.5	171.9	161.1
ENSG00000005194	524.5	565.6	696.9	271.3	319.1	285.0
ENSG00000102970	89.6	80.9	136.7	85.3	90.0	87.5
ENSG00000006210	143.4	126.0	154.0	94.3	112.4	99.8
ENSG00000102931	202.6	232.8	438.3	182.2	162.2	159.6
ENSG00000102934	85.2	91.5	105.8	245.8	143.9	205.6
ENSG00000172775	690.4	891.4	810.0	744.8	765.8	892.7
ENSG00000152910	89.3	90.3	102.5	244.2	153.8	192.9
ENSG00000051108	852.2	1094.0	727.7	1008.2	924.3	1004.9
ENSG00000140876	160.3	152.8	168.7	115.2	109.4	144.9
ENSG00000187193	126.1	91.6	103.0	109.2	102.5	134.5
ENSG00000166446	126.7	174.2	138.6	106.2	118.0	114.5
ENSG00000125124	152.9	102.0	117.3	224.0	189.2	180.1
ENSG00000167005	543.0	474.4	451.8	523.0	468.0	608.6
ENSG00000103051	129.4	136.0	150.0	137.6	121.8	119.6
ENSG00000159461	601.9	592.7	752.9	596.3	572.7	622.7
ENSG00000157368	83.7	95.7	114.6	92.4	94.8	88.5
ENSG00000157350	158.1	138.6	140.3	128.1	131.2	130.6
ENSG00000087258	106.8	93.7	108.2	145.5	171.9	151.5
ENSG00000087245	209.7	171.6	187.3	1433.8	1202.9	1261.5
ENSG00000176842	191.0	129.8	147.7	423.0	434.3	494.7
ENSG00000177508	328.3	197.9	247.9	451.3	468.6	433.6
ENSG00000166747	297.9	311.5	385.5	284.5	309.1	298.9
ENSG00000182149	1262.6	1238.4	1244.8	1399.9	1441.5	1101.6
ENSG00000102984	183.5	136.5	137.5	166.1	154.7	146.5
ENSG00000140830	102.7	158.0	103.1	124.7	118.9	111.8
ENSG00000153147	807.6	811.6	1041.4	1584.7	1643.5	1784.4
ENSG00000109458	494.7	519.8	484.7	318.5	299.6	412.6
ENSG00000109445	411.2	415.6	393.0	379.0	396.5	482.6
ENSG00000109436	141.2	120.7	131.8	113.5	146.6	138.8
ENSG00000099797	664.2	838.8	692.8	650.9	657.0	591.2
ENSG00000132005	424.7	450.9	546.3	582.8	616.7	521.8
ENSG00000129636	407.0	381.9	466.9	362.4	264.7	413.1
ENSG00000069345	550.1	464.1	604.3	560.8	598.7	557.9
ENSG00000166123	120.4	144.9	201.3	489.7	430.3	574.6
ENSG00000140795	97.0	95.2	98.4	86.4	86.1	88.2
ENSG00000091651	228.8	186.5	213.5	170.9	221.2	218.9
ENSG00000069329	559.5	470.2	505.2	372.1	391.8	474.8
ENSG00000105576	135.3	193.0	121.6	120.3	127.6	114.1
ENSG00000120519	169.0	199.2	215.0	152.4	172.0	171.1
ENSG00000164167	714.9	553.0	734.7	563.6	575.5	672.7
ENSG00000170365	1440.3	1347.6	1584.7	756.3	749.4	749.8
ENSG00000140937	100.6	128.9	122.6	231.3	200.5	249.0
ENSG00000125166	708.5	795.1	610.7	561.7	634.7	705.1
ENSG00000103037	364.8	254.6	208.6	435.3	407.6	337.8
ENSG00000181938	134.1	127.9	121.8	123.9	122.6	144.3
ENSG00000166971	317.2	340.3	356.3	468.1	420.8	527.5
ENSG00000140807	139.7	164.8	139.7	381.2	347.0	303.7
ENSG00000166164	207.0	195.9	230.0	301.8	285.1	288.4
ENSG00000121281	111.2	115.6	107.8	116.4	118.6	116.2
ENSG00000155393	174.9	149.0	184.1	163.8	173.7	169.8
ENSG00000102921	242.0	164.3	242.5	197.8	190.5	165.5
ENSG00000198948	109.3	99.0	100.4	98.0	91.3	93.8
ENSG00000137601	157.4	171.8	139.7	221.3	216.9	186.3
ENSG00000154447	326.6	293.8	298.6	361.7	459.7	464.9
ENSG00000164342	92.3	111.8	113.3	94.7	85.5	96.5
ENSG00000154553	151.7	122.6	130.9	136.3	138.5	120.6
ENSG00000151729	781.6	634.7	769.2	1068.0	889.9	1119.0
ENSG00000164323	151.4	187.3	206.4	154.3	150.0	190.7
ENSG00000164305	144.3	177.4	124.2	150.6	151.8	136.1
ENSG00000168310	475.9	413.8	325.1	256.7	228.1	225.6
ENSG00000154556	139.8	115.9	151.2	109.1	116.6	109.0
ENSG00000127511	127.6	137.7	137.0	130.8	136.2	128.8
ENSG00000151623	104.6	89.0	121.3	168.3	115.3	142.5
ENSG00000151617	101.4	96.2	97.9	494.7	549.3	793.2
ENSG00000164120	98.8	105.7	90.0	96.3	92.3	89.8
ENSG00000164106	87.1	90.3	98.5	95.0	93.0	92.8
ENSG00000164105	669.7	856.9	824.9	565.8	594.0	698.8
ENSG00000109586	152.3	216.2	149.5	145.4	138.2	139.9
ENSG00000109466	461.7	346.3	271.5	158.3	135.6	146.3
ENSG00000052802	150.6	177.4	238.2	163.5	144.0	200.8
ENSG00000198791	146.0	158.5	147.9	147.5	152.6	138.3
ENSG00000155975	432.9	379.3	325.3	502.1	526.3	499.5
ENSG00000003989	95.8	94.6	94.7	100.9	98.7	100.3
ENSG00000104213	106.5	100.7	105.3	368.8	283.7	353.2
ENSG00000104760	93.2	103.9	103.2	102.3	106.7	112.7
ENSG00000078674	234.5	223.5	200.7	319.0	306.6	256.8
ENSG00000104763	253.8	282.5	336.9	316.0	281.3	288.5
ENSG00000273748	310.5	310.7	369.3	261.0	250.0	310.0
ENSG00000157110	435.4	460.4	388.7	155.4	133.8	133.8
ENSG00000197265	654.2	671.3	588.5	500.0	559.0	471.6
ENSG00000165392	131.6	129.4	149.0	154.4	135.4	134.0
ENSG00000198042	202.7	224.0	292.7	193.8	243.9	242.3
ENSG00000129696	95.3	131.7	101.0	100.7	102.1	108.7
ENSG00000129691	163.2	192.9	177.2	197.5	224.8	220.2
ENSG00000147535	137.4	152.7	123.5	148.9	155.8	125.3
ENSG00000182552	482.4	511.5	695.7	862.1	715.5	971.0
ENSG00000077782	213.7	185.1	183.9	343.9	316.2	326.7
ENSG00000151718	692.3	751.7	436.7	454.3	453.9	419.2
ENSG00000129187	149.8	169.8	191.1	216.8	237.2	189.2
ENSG00000218336	98.8	106.5	86.9	642.0	638.1	517.1
ENSG00000145147	118.7	113.0	112.1	205.3	251.9	212.2
ENSG00000169499	94.5	101.3	97.0	115.9	133.0	149.8
ENSG00000169490	309.7	351.2	428.0	287.0	238.4	344.6
ENSG00000168615	192.0	152.0	202.3	229.2	195.5	222.6
ENSG00000104332	105.3	105.7	90.2	122.2	126.7	147.0
ENSG00000147536	410.3	523.5	667.9	465.4	407.8	485.9
ENSG00000158669	1053.6	931.4	1016.5	801.5	984.9	946.6
ENSG00000083168	838.3	907.9	499.9	886.2	894.7	766.2
ENSG00000070718	200.0	192.6	195.1	150.1	175.0	161.5
ENSG00000104365	120.0	126.7	110.4	114.1	118.8	103.2
ENSG00000070501	128.4	226.0	125.6	155.4	137.0	132.5
ENSG00000176209	190.7	167.1	190.3	186.1	203.6	231.7
ENSG00000102738	257.6	231.5	258.1	258.7	244.6	296.1
ENSG00000133872	413.0	432.3	491.2	370.9	344.3	379.7
ENSG00000120875	305.4	352.9	177.6	174.2	199.5	189.4
ENSG00000173273	161.2	151.5	218.6	247.0	242.4	239.4
ENSG00000104626	219.8	175.6	143.5	231.3	256.7	186.8
ENSG00000164741	1730.6	2085.4	1568.6	896.8	1053.6	759.8
ENSG00000038002	321.5	315.9	332.4	414.6	294.8	418.6
ENSG00000150630	111.8	122.5	103.3	103.8	102.7	111.8
ENSG00000150625	764.3	558.8	939.7	961.4	783.0	1132.1
ENSG00000104671	250.3	261.7	374.3	280.7	274.4	243.3
ENSG00000104660	297.8	334.6	396.1	295.7	304.3	356.0
ENSG00000102606	389.4	376.3	162.8	149.8	137.2	124.4
ENSG00000088448	818.6	853.7	552.6	1072.7	1306.4	619.7
ENSG00000134871	1397.0	1689.4	1411.6	513.8	382.8	395.0
ENSG00000187498	3190.8	3586.2	3481.3	1404.6	1316.5	992.4
ENSG00000147432	90.4	92.1	100.8	111.8	120.2	139.0
ENSG00000187840	164.9	143.5	141.5	122.3	127.3	143.4
ENSG00000104221	149.6	171.2	179.2	130.8	154.0	174.1
ENSG00000020181	2321.5	2371.0	2232.6	2292.6	2586.6	2313.0
ENSG00000147471	111.7	99.0	109.3	105.0	109.5	102.8
ENSG00000147475	536.4	433.5	637.0	483.1	500.7	502.6
ENSG00000102743	127.2	139.4	107.9	105.6	100.6	104.2
ENSG00000136114	693.3	652.5	787.1	106.9	109.7	99.8
ENSG00000136100	684.8	403.9	633.5	312.4	286.3	386.5
ENSG00000136098	181.6	173.2	144.8	155.5	155.6	167.4
ENSG00000091879	454.2	212.6	300.6	124.8	112.1	118.3
ENSG00000172301	156.5	171.8	249.6	216.3	183.6	215.6
ENSG00000185989	496.9	516.9	522.2	307.3	279.0	302.1
ENSG00000183087	317.5	234.5	178.0	111.4	95.7	113.9
ENSG00000153531	114.7	111.0	110.6	96.6	99.9	112.8
ENSG00000185896	1531.8	1594.4	1668.9	1457.9	1338.6	1605.1
ENSG00000139842	449.1	478.5	462.5	528.4	527.8	562.8
ENSG00000126217	370.7	363.7	300.9	108.8	113.5	101.7
ENSG00000089682	106.6	129.4	124.4	119.4	112.7	116.3
ENSG00000147224	1594.4	1314.0	1505.1	1430.0	1488.0	1536.6
ENSG00000157514	721.4	782.3	922.5	525.2	504.3	668.9
ENSG00000101843	349.2	382.3	472.1	334.7	352.0	398.7
ENSG00000123560	163.4	163.9	93.9	116.2	136.5	113.6
ENSG00000123562	3767.2	3735.1	2992.0	4523.5	3954.2	4013.6
ENSG00000130826	214.8	166.7	184.0	215.3	247.7	257.1
ENSG00000071889	476.1	307.7	428.2	460.7	536.2	447.3
ENSG00000130827	95.4	108.8	101.8	155.7	201.8	143.4
ENSG00000007350	119.7	155.4	122.2	187.1	140.9	117.8
ENSG00000169057	196.1	255.1	295.6	351.8	343.2	396.5
ENSG00000184216	520.9	479.3	390.4	597.9	582.0	468.2
ENSG00000198910	104.0	93.9	106.5	101.4	99.6	92.0
ENSG00000089820	100.5	101.3	91.3	103.7	100.5	91.8
ENSG00000102030	162.4	138.4	129.9	118.3	120.0	114.1
ENSG00000102032	319.4	237.4	327.1	407.6	361.8	340.2
ENSG00000172534	1281.3	1258.7	1448.0	1524.3	1719.3	1458.9
ENSG00000198753	83.1	105.6	84.8	77.8	79.5	87.5
ENSG00000165195	136.7	141.5	152.2	185.3	209.0	188.9
ENSG00000087842	317.3	375.7	344.1	217.8	210.5	231.7
ENSG00000101986	119.8	138.8	109.9	106.6	107.2	113.8
ENSG00000102010	159.8	169.1	142.2	93.2	96.4	91.6
ENSG00000182492	1248.1	1057.5	1582.0	3176.2	2879.5	3326.3
ENSG00000189420	101.5	86.3	92.3	113.8	99.0	107.7
ENSG00000169239	104.7	106.1	129.3	99.3	101.8	109.8
ENSG00000213397	157.1	182.0	214.3	220.4	216.9	192.4
ENSG00000197714	233.0	225.2	283.3	411.1	436.3	490.5
ENSG00000047230	125.4	106.1	129.1	138.5	145.4	146.8
ENSG00000169895	380.3	503.3	329.6	310.4	252.0	272.9
ENSG00000102054	315.0	278.0	298.8	360.9	379.3	365.6
ENSG00000004961	128.4	110.0	147.2	130.6	115.4	130.4
ENSG00000147394	94.9	91.4	93.6	94.8	107.1	97.4
ENSG00000147383	173.3	181.5	193.2	188.2	162.9	182.6
ENSG00000147400	289.4	285.3	346.5	347.8	252.0	440.4
ENSG00000046653	238.4	325.7	341.4	1066.2	800.1	1018.6
ENSG00000131269	508.6	355.1	469.0	279.7	298.5	372.4
ENSG00000196924	215.8	230.2	233.0	161.3	210.8	169.3
ENSG00000204116	106.0	89.6	97.0	115.1	111.3	106.7
ENSG00000198034	4094.1	3780.5	3991.7	4726.9	4146.1	4789.5
ENSG00000147133	195.2	152.1	177.0	151.3	170.1	166.3
ENSG00000147140	1590.7	1341.7	1599.0	1515.5	1387.1	1425.3
ENSG00000147130	330.4	339.9	243.8	553.0	648.7	499.2
ENSG00000177189	290.3	261.1	301.5	196.6	210.0	217.5
ENSG00000285171	123.5	174.0	112.2	86.1	89.6	88.6
ENSG00000131828	419.1	509.6	603.1	611.4	494.3	646.8
ENSG00000173698	102.9	107.1	92.2	114.7	127.8	112.4
ENSG00000044446	134.9	113.7	112.5	146.0	149.9	119.0
ENSG00000008086	142.8	114.7	90.3	113.1	118.7	111.4
ENSG00000130224	101.3	135.4	126.8	140.4	149.5	148.5
ENSG00000077279	91.9	94.8	93.3	106.5	151.7	151.3
ENSG00000077264	95.3	103.0	97.1	119.9	137.0	126.4
ENSG00000101938	91.3	93.4	98.8	104.6	122.6	117.1
ENSG00000068366	161.6	192.5	207.3	115.6	120.9	125.4
ENSG00000188153	94.5	99.0	109.8	369.4	335.0	403.7
ENSG00000197565	90.6	95.9	93.4	101.3	99.4	96.8
ENSG00000101811	909.2	830.7	984.9	706.2	768.8	666.9
ENSG00000102362	279.4	313.4	297.0	260.1	255.6	346.4
ENSG00000102359	98.5	92.7	89.9	104.8	94.2	106.4
ENSG00000131171	946.0	827.1	993.3	1113.2	1166.3	1303.2
ENSG00000198157	3954.2	3429.1	2707.6	3152.9	2979.7	2375.0
ENSG00000078596	1116.7	1029.4	1425.3	131.8	140.0	156.4
ENSG00000102158	402.9	507.5	536.5	338.3	307.7	338.5
ENSG00000131174	2292.6	2275.9	2380.9	1837.3	1919.2	2282.5
ENSG00000085224	629.6	602.9	439.3	699.0	689.6	484.0
ENSG00000198934	362.3	517.9	766.2	1562.5	1794.0	2211.0
ENSG00000102390	137.6	146.0	122.1	127.4	108.7	123.6
ENSG00000186675	123.3	217.3	151.5	119.5	107.5	157.4
ENSG00000266826	469.0	524.2	418.4	423.1	421.5	536.0
ENSG00000090776	126.3	133.6	128.6	115.1	122.2	161.9
ENSG00000130052	396.7	211.7	311.0	182.0	197.5	194.7
ENSG00000079482	133.9	119.2	125.9	133.4	118.3	128.0
ENSG00000089472	203.6	195.7	187.9	251.1	243.0	277.9
ENSG00000147065	696.9	800.8	630.5	157.6	129.0	129.7
ENSG00000185515	175.8	190.6	169.9	171.7	162.6	166.1
ENSG00000214827	154.8	158.2	138.4	198.8	166.6	165.2
ENSG00000165775	262.5	182.2	298.7	213.0	182.2	272.1
ENSG00000155966	107.6	102.7	103.2	99.8	96.6	94.9
ENSG00000165169	1534.6	1570.5	1661.8	743.5	560.8	686.1
ENSG00000156313	128.3	119.9	133.7	149.1	132.0	138.0
ENSG00000068438	113.9	106.3	112.1	101.9	101.0	110.4
ENSG00000017483	2648.6	2232.6	2599.7	108.9	97.7	107.4
ENSG00000102312	102.3	101.9	100.2	112.5	113.6	110.1
ENSG00000147155	180.4	185.3	152.5	124.8	123.7	149.1
ENSG00000102317	621.9	467.7	718.3	473.7	493.7	679.0
ENSG00000101940	118.7	97.0	108.3	103.9	95.8	94.8
ENSG00000015285	113.5	97.1	92.7	95.9	99.5	95.8
ENSG00000094631	170.5	193.7	140.1	170.2	208.9	179.8
ENSG00000187682	110.1	123.0	91.0	122.4	115.7	108.0
ENSG00000126768	127.0	94.7	152.4	121.3	126.8	140.9
ENSG00000102103	443.2	296.9	343.8	282.9	240.4	213.1
ENSG00000068308	290.2	256.6	287.8	371.9	274.6	241.6
ENSG00000068400	172.6	163.0	165.5	165.8	167.9	130.0
ENSG00000147144	155.5	141.0	101.4	117.6	151.2	136.7
ENSG00000068394	179.3	176.7	183.1	135.3	133.5	127.6
ENSG00000102007	496.6	449.1	490.0	190.3	207.8	193.0
ENSG00000012211	492.8	430.2	588.3	214.8	229.6	272.8
ENSG00000102003	109.5	112.5	105.4	183.8	289.8	262.4
ENSG00000102001	114.6	113.5	129.3	121.5	116.3	119.8
ENSG00000147274	468.8	562.3	466.4	554.6	680.1	526.0
ENSG00000129675	125.5	166.8	118.3	136.5	132.6	123.0
ENSG00000181804	102.7	86.6	102.2	90.0	95.1	91.8
ENSG00000076716	104.7	120.8	102.1	150.8	145.3	172.9
ENSG00000134602	90.8	89.2	90.2	91.9	97.4	101.7
ENSG00000147255	94.3	92.2	96.4	87.2	89.8	92.9
ENSG00000165675	105.7	110.6	117.2	109.6	94.0	99.7
ENSG00000134597	287.5	224.8	167.7	199.2	203.5	197.7
ENSG00000102078	321.6	411.2	236.0	253.8	277.9	254.1
ENSG00000134594	113.1	83.9	90.5	106.9	107.9	107.6
ENSG00000122122	88.7	106.3	118.3	82.1	93.8	92.4
ENSG00000102038	99.4	102.0	120.4	456.4	379.0	589.9
ENSG00000158290	174.2	153.5	216.0	248.3	243.3	262.1
ENSG00000147251	275.2	361.3	298.5	165.2	144.7	164.0
ENSG00000172890	243.6	213.2	239.8	259.0	273.4	252.2
ENSG00000085733	204.2	206.3	191.7	174.5	197.1	174.8
ENSG00000168040	229.4	218.7	279.8	172.0	173.8	243.1
ENSG00000149716	281.7	358.0	198.6	321.1	320.9	237.9
ENSG00000108010	857.2	791.2	829.5	674.3	747.1	752.0
ENSG00000102226	126.2	178.4	145.6	293.8	327.3	248.7
ENSG00000102225	194.9	244.1	191.3	186.7	187.4	174.1
ENSG00000182872	196.8	238.8	179.1	257.6	268.0	218.0
ENSG00000147123	104.7	102.7	93.0	95.5	98.6	102.6
ENSG00000175390	4429.6	5003.8	5090.6	3954.2	3780.5	3954.2
ENSG00000166444	2488.3	1987.2	2208.0	1453.8	1382.8	1387.1
